id	comma-separated identified biomolecules	patent name	patent title	patent abstract
70480266		US20220276244	CHIMERIC PROTEINS AND METHODS TO SCREEN FOR COMPOUNDS AND LIGANDS BINDING TO GPCRS	The invention relates to chimeric GPCRs having extracellular loops from a first GPCR and intracellular loops from a second GPCR, and to screening methods for identifying compounds or ligands that bind to an active conformation of a GPCR in which such chimeric GPCRs are used.
70480273		US20220315647	METHOD FOR SEPARATION OF ANTIBODIES OR ANTIBODY FRAGMENTS BEING DEVOID OF AN FC REGION CAPABLE OF BINDING TO PROTEIN A	The invention discloses a method for separation of antibodies or antibody fragments, comprising the steps of: a) providing a feed comprising antibodies or antibody fragments having a VH3 region and being devoid of an Fc region capable of binding to Protein A; b) contacting the feed with a separation resin having covalently coupled ligands, wherein the ligands comprise a polypeptide as defined by SEQ ID NO 1 and wherein the antibodies or antibody fragments bind to the separation resin; c) optionally washing the separation resin with a washing liquid; d) eluting the antibodies or antibody fragments from the separation resin with an elution liquid and recovering the antibodies or antibody fragments.
70612242	chimeric protein,chimeric protein complex	US20220119472A1	MODULATION OF DENDRITIC CELL LINEAGES	The present invention relates, in part, to agents, chimeric proteins and chimeric protein complexes that bind a plasmacytoid dendritic cell (pDC), e.g. Clec4C and their use as diagnostic and therapeutic agents. The present invention further relates to pharmaceutical compositions comprising the pDC, e.g. Clec4C, binding agents, chimeric proteins, or chimeric protein complexes and their use in the treatment of various diseases, including autoimmune diseases.
70731779	heavy chain antibody	US20220064224	ANTIBODIES AGAINST DISEASE CAUSING AGENTS OF CANINES AND FELINES AND USES THEREOF	Described herein are methods and antibodies useful for reducing, eliminating, or preventing infection with a viral population in an animal. Also described herein are antigens useful for targeting by heavy chain antibodies and VHH fragments for reducing a viral population in an animal.
70740820	vhhcontaining polypeptide	US11434297	CD123-binding polypeptides and uses thereof	Provided herein are VHH-containing polypeptides that bind CD123. Uses of the VHH-containing polypeptides are also provided.
70779935	vhhcontaining polypeptide	US20200347139	CLEC12a Binding Polypeptides and Uses Thereof	Provided herein are VHH-containing polypeptides that bind CLEC12a. Uses of the VHH-containing polypeptides are also provided.
70852558	single domain,cll1,antibody	US20220112292	SINGLE DOMAIN ANTIBODIES AGAINST CLL-1	Antibodies that specifically bind to CLL-1 are described, as well as methods of making and using such antibodies. In one aspect, the present disclosure provides, among other things, antibodies, or antigen binding fragments thereof, that bind (e.g., selectively bind) CLL-1, compositions useful for binding CLL-1, and methods for treating disease comprising administration of such antibodies, or antigen binding fragments thereof.
70969003	vhhcontaining polypeptide	US20200347133	CD33-Binding Polypeptides and Uses Thereof	Provided herein are VHH-containing polypeptides that bind CD33. Uses of the VHH-containing polypeptides are also provided.
70977897	camelid heavychain antibody,cterminal domain,nterminal domain,vhh,variable domain,luciferase,antibody,immunoglobulin	WO2021219544	LUCIFERASE LINKED IMMUNOSORBENT ASSAY	The present invention relates to a fusion protein comprising: -a N-terminal domain which comprises an antibody which is a variable domain of a camelid heavy-chain antibody (VHH) or a single chain variable fragment (scFV) and which is directed against an immunoglobulin and -a C-terminal domain which comprises a polypeptide with a luciferase activity: - having the amino acid sequence SEQ ID NO: 1 or - having at least 80% amino acid sequence identity to the amino acid sequence SEQ ID NO: 1.
71101911	epo,erythropoietin,anti-gypa antibody	US20220098261	METHODS AND COMPOSITIONS RELATING TO IMPROVED FORMS OF TARGETED ERYTHROPOIETIN	The technology described herein is directed to engineered polypeptides comprising an anti-GYPA antibody reagent and an EPO polypeptide. Further provided herein are methods of treating anemia by administering said polypeptides.
71125970	hvem protein,brain tumor malignancy marker,brain tumor prognostic marker	US20220105122	THERAPEUTIC AND PROPHYLACTIC AGENT FOR GLIOMA, BRAIN TUMOR MALIGNANCY MARKER, BRAIN TUMOR PROGNOSTIC MARKER, METHOD FOR DETERMINING MALIGNANCY AND PROGNOSIS OF BRAIN TUMOR AND ANTIBODY INHIBITING TUMOR PROLIFERATION	A novel agent is for treating or preventing a glioma. A marker for malignancy of a brain tumor and a prognostic marker for a brain tumor can be used in a method for determining malignancy of a brain tumor and a method for determining a prognosis for a brain tumor patient. The agent for treating or preventing a glioma can include an HVEM inhibitor as an active ingredient. The marker for malignancy of a brain tumor and the prognostic marker for a brain tumor can each include an HVEM protein or an HVEM gene. The method for determining malignancy of a brain tumor and the method for determining a prognosis for a brain tumor patient can each include measuring an HVEM expression amount in a biological sample of a subject.
71126389	target cell surface receptor,ankyrin repeat protein,target receptors,antibody,bispecific molecule,tmul	US20220041753	BISPECIFIC ANTIBODY FOR MEMBRANE CLEARANCE OF TARGET RECEPTORS	Disclosed are bispecific molecules, referred to herein as ubiquibodies, that are able to ubiquitinate target cell surface receptors on a target cell. The ubiquibodies can be engineered from fusion polypeptides comprising 1) variable domains of antibodies that specifically bind a target cell surface receptor and 2) variable domains of antibodies that specifically bind a transmembrane E3 ubiquitin ligase (TMUL). Either or both components of the ubiquibodies can also be engineered from non-antibody scaffolds including but not limited to nanobodies, monobodies, cyclic peptides, small molecules, and designed ankyrin repeat proteins (Darpins).
71128767	chimeric antigen receptor,cd30binding moieties,cd30binding moiety,chimeric antigen receptors,car	US20220144960	CD30-BINDING MOIETIES, CHIMERIC ANTIGEN RECEPTORS, AND USES THEREOF	CD30-binding moieties, chimeric antigen receptors (CARs) having these CD30-binding moieties, and uses thereof are provided. Polynucleotides encoding the CD30-binding moieties and CARs, compositions comprising CD30-binding moieties and CARs, genetically modified immune cells having a chimeric antigen receptor for use in adoptive cell therapy for treating CD30-expressing cancer or tumor in a subject in need thereof are also provided herein.
71521883	galectin7,galectin7specific monovalent antibodies,monovalent antibody	US20220089746	GALECTIN-7-SPECIFIC MONOVALENT ANTIBODIES AND USES THEREOF	Monovalent antibodies such as nanobodies that are specific for galectin-7 are described. These monovalent antibodies are able to interfere with the dimerization of galectin-7, and thus may be used for the treatment of diseases associated with dysregulated galectin-7 expression and/or activity, such as certain types of cancers as well as eye diseases or conditions associated with pathological neovascularization or angiogenesis.
71580029	cdr3,cdr2,cld18a2,epitope,anti-cld18a2 nanobody,fusion protein,cdr1,cdr1cdr3,amino acid sequence,cdr	US20220259303	ANTI-CLD18A2 NANOBODY AND USE THEREOF	The present disclosure relates to the field of biology, in particular, to an anti-CLD18A2 VHH. The present disclosure provides an anti-CLD18A2 VHH. A complementarity determining region (CDR) of the anti-CLD18A2 VHH includes CDR1-CDR3 having amino acid sequences as shown below: CDR1 having an amino acid sequence represented by one of SEQ ID NO. 4-11, CDR2 having an amino acid sequence represented by one of SEQ ID NO. 19-26, and CDR3 having an amino acid sequence represented by one of SEQ ID NO.33-39. The anti-CLD18A2 VHH of the present disclosure can specifically bind to the epitope on CLD18A2, and the corresponding fusion protein thereof has good specificity and affinity for CLD18A2, and has a noticeable tumor suppression effect.
71608024	anti-nsl monoclonal antibody,zikv ns1,zikaspecific nanobody,anti-nsl vhh/nanobody,heavychain antibody,cross-reactive anti-nsl mab	WO2020245663	NANOBODY-BASED NS1 ASSAY FOR THE SPECIFIC DIAGNOSIS OF ACUTE ZIKA VIRUS INFECTION	The invention described herein relates to single variable domain antibodies, heavy-chain antibodies and other polypeptides, kits, and compositions and methods of using the same in detection and diagnosis of ZIKA virus infection. In some embodiments, the invention provides the first antigen capture ELISA specific for ZIKV NS1 using VHH/nanobodies. In a particular embodiment, the invention provides anti-NSl VHH/nanobodies and a sandwich ELISA test that is performed, in one embodiment, by using an anti-NSl monoclonal antibody for the capture and ZIKV NS1 specific nanobodies of the invention for the detection step. This assay can be used with a broad range of cross-reactive anti-NSl MAb in combination with Zika-specific nanobodies such as those of the invention.
71613061	singlechain antibody,surface modification molecule	US20220107306	PHOSPHOR-INTEGRATED NANOPARTICLES FOR TARGET SUBSTANCE DETECTION	To provide phosphor-integrated nanoparticles for target substance detection, having improved staining performance for labeling and detecting a target protein at high accuracy. The phosphor-integrated nanoparticles for target substance detection are obtained by surface-modifying phosphor-integrated nanoparticles with a surface modification molecule. The surface modification molecule is at least one kind of surface modification molecule selected from the group consisting of a single-chain antibody containing a heavy chain variable region and an aptamer.
